47221556,9165 , 312,75
47221603,7651 , 250,25
47221650,6403 , 125,25
47221697,5441 , 62,75
47221744,4201 , 31,5
47221791,7298 , 15,875
47221838,1486 , 31,5
47221885,0178 , 62,75
47221917,2766 , 125,25
47221949,2967 , 250,25
47221981,5508 , 312,75
47222013,9533 , 250,25
47222046,4388 , 125,25
47222086,5933 , 62,75
47222133,4655 , 31,5
47222180,3381 , 15,875
47222227,2137 , 31,5
47222274,12 , 62,75
47222320,9806 , 125,25
47222367,8421 , 250,25
47222400,328 , 312,75
47222432,5569 , 250,25
47222464,5946 , 125,25
47222496,622 , 62,75
47222528,6426 , 31,5
47222561,8987 , 15,875
47222608,7777 , 31,5
47222655,6631 , 62,75
47222702,5164 , 125,25
47222749,4036 , 250,25
47222796,28 , 312,75
47222843,1658 , 250,25
47222890,0401 , 125,25
47222936,9161 , 62,75
47222983,7815 , 31,5
47223030,6575 , 15,875
47223077,5142 , 31,5
47223124,4044 , 62,75
47223171,2671 , 125,25
47223218,1418 , 250,25
47223250,1641 , 312,75
47223282,393 , 250,25
47223314,4217 , 125,25
47223346,4492 , 62,75
47223378,4697 , 31,5
47223419,1144 , 15,875
47223466,008 , 31,5
47223512,8925 , 62,75
47223559,7429 , 125,25
47223606,6163 , 250,25
47223653,5214 , 312,75
47223700,3658 , 250,25
47223747,2602 , 125,25
47223794,1233 , 62,75
47223840,9989 , 31,5
47223887,8681 , 15,875
47223934,7454 , 31,5
47223981,6201 , 62,75
47224028,5119 , 125,25
47224075,3721 , 250,25
47224122,2468 , 312,75
47224169,1224 , 250,25
47224215,9993 , 125,25
47224262,8744 , 62,75
47224309,7505 , 31,5
47224356,626 , 15,875
47224403,5294 , 31,5
47224450,3952 , 62,75
47224497,2524 , 125,25
47224544,1557 , 250,25
47224591,0022 , 312,75
47224637,8778 , 250,25
47224684,753 , 125,25
47224731,6516 , 62,75
47224778,5041 , 31,5
47224825,3994 , 15,875
47224872,2613 , 31,5
47224919,1339 , 62,75
47224966,0077 , 125,25
47225012,9124 , 250,25
47225059,7593 , 312,75
47225106,6341 , 250,25
47225153,5109 , 125,25
47225200,3844 , 62,75
47225247,2655 , 31,5
47225294,1368 , 15,875
47225341,0299 , 31,5
47225387,888 , 62,75
47225434,7648 , 125,25
47225466,7948 , 250,25
47225499,232 , 312,75
47225531,3201 , 250,25
47225563,7803 , 125,25
47225595,9044 , 62,75
47225635,0557 , 31,5
47225667,0802 , 15,875
47225699,1029 , 31,5
47225731,1256 , 62,75
47225763,1402 , 125,25
47225795,1416 , 250,25
47225827,2699 , 312,75
47225864,4968 , 250,25
47225911,3741 , 125,25
47225958,2373 , 62,75
47226005,0957 , 31,5
47226051,9713 , 15,875
47226098,8644 , 31,5
47226145,7511 , 62,75
47226192,5972 , 125,25
47226239,4882 , 250,25
47226286,377 , 312,75
47226333,253 , 250,25
47226380,1295 , 125,25
47226426,9764 , 62,75
47226473,8691 , 31,5
47226520,7254 , 15,875
47226567,6314 , 31,5
47226600,1177 , 62,75
47226632,143 , 125,25
47226664,173 , 250,25
47226696,2047 , 312,75
47226728,283 , 250,25
47226764,6002 , 125,25
47226811,4741 , 62,75
47226858,3685 , 31,5
47226905,2317 , 15,875
47226952,1021 , 31,5
47226998,9961 , 62,75
47227045,8584 , 125,25
47227092,728 , 250,25
47227139,6032 , 312,75
47227186,4813 , 250,25
47227233,3565 , 125,25
47227265,8022 , 62,75
47227297,8232 , 31,5
47227329,8489 , 15,875
47227361,8699 , 31,5
47227393,8922 , 62,75
47227426,5316 , 125,25
47227473,4359 , 250,25
47227520,2819 , 312,75
47227567,1575 , 250,25
47227599,1619 , 125,25
47227631,3373 , 62,75
47227663,3596 , 31,5
47227695,3823 , 15,875
47227727,3973 , 31,5
47227772,5559 , 62,75
47227819,4148 , 125,25
47227866,2981 , 250,25
47227913,1946 , 312,75
47227960,0578 , 250,25
47228006,9351 , 125,25
47228053,8218 , 62,75
47228100,6756 , 31,5
47228133,1285 , 15,875
47228165,1512 , 31,5
47228197,1663 , 62,75
47228229,1839 , 125,25
47228261,2139 , 250,25
47228293,6339 , 312,75
47228327,9707 , 250,25
47228374,8458 , 125,25
47228421,7141 , 62,75
47228468,5871 , 31,5
47228515,4439 , 15,875
47228562,3396 , 31,5
47228609,21 , 62,75
47228656,0989 , 125,25
47228702,9757 , 250,25
47228749,8368 , 312,75
47228796,7124 , 250,25
47228843,5973 , 125,25
47228890,4669 , 62,75
47228937,3246 , 31,5
47228984,2001 , 15,875
47229016,3734 , 31,5
47229048,4586 , 62,75
47229080,557 , 125,25
47229112,5802 , 250,25
47229144,6187 , 312,75
47229183,6272 , 250,25
47229215,7252 , 125,25
47229247,7526 , 62,75
47229279,7732 , 31,5
47229311,7946 , 15,875
47229343,8165 , 31,5
47229379,4581 , 62,75
47229426,3388 , 125,25
47229473,2126 , 250,25
47229520,0835 , 312,75
47229566,9591 , 250,25
47229599,3565 , 125,25
47229631,3817 , 62,75
47229663,4032 , 31,5
47229695,4242 , 15,875
47229727,4521 , 31,5
47229771,6052 , 62,75
47229818,4748 , 125,25
47229865,3508 , 250,25
47229912,2264 , 312,75
47229959,1028 , 250,25
47230005,9776 , 125,25
47230052,8578 , 62,75
47230099,7296 , 31,5
47230146,6047 , 15,875
47230193,4799 , 31,5
47230240,3546 , 62,75
47230287,2311 , 125,25
47230334,128 , 250,25
47230366,5074 , 312,75
47230398,726 , 250,25
47230431,1606 , 125,25
47230463,2616 , 62,75
47230495,735 , 31,5
47230527,762 , 15,875
47230560,901 , 31,5
47230607,774 , 62,75
47230654,6491 , 125,25
47230701,5337 , 250,25
47230748,4208 , 312,75
47230795,296 , 250,25
47230842,1707 , 125,25
47230889,0339 , 62,75
47230935,9214 , 31,5
47230982,779 , 15,875
47231014,8099 , 31,5
47231046,8335 , 62,75
47231078,8554 , 125,25
47231110,8785 , 250,25
47231142,9436 , 312,75
47231183,241 , 250,25
47231215,357 , 125,25
47231247,4028 , 62,75
47231279,4255 , 31,5
47231311,4418 , 15,875
47231343,4496 , 31,5
47231377,6756 , 62,75
47231424,5383 , 125,25
47231471,4263 , 250,25
47231518,3028 , 312,75
47231565,1886 , 250,25
47231612,065 , 125,25
47231658,9402 , 62,75
47231705,8072 , 31,5
47231752,6627 , 15,875
47231799,5383 , 31,5
47231831,5614 , 62,75
47231863,5833 , 125,25
47231895,6061 , 250,25
47231927,6258 , 312,75
47231959,631 , 250,25
47232002,2997 , 125,25
47232049,1762 , 62,75
47232096,0689 , 31,5
47232142,929 , 15,875
47232189,8025 , 31,5
47232236,7178 , 62,75
47232283,5566 , 125,25
47232315,9412 , 250,25
47232348,1457 , 312,75
47232380,3493 , 250,25
47232412,7492 , 125,25
47232444,7775 , 62,75
47232483,0713 , 31,5
47232515,1176 , 15,875
47232547,6159 , 31,5
47232579,6339 , 62,75
47232611,7772 , 125,25
47232643,9556 , 250,25
47232683,189 , 312,75
47232715,2524 , 250,25
47232747,6801 , 125,25
47232779,7123 , 62,75
47232811,7281 , 31,5
47232843,7466 , 15,875
47232878,4486 , 31,5
47232925,325 , 62,75
47232972,1852 , 125,25
47233019,0723 , 250,25
47233065,9616 , 312,75
47233098,0228 , 250,25
47233130,0618 , 125,25
47233162,0862 , 62,75
47233194,1085 , 31,5
47233226,1484 , 15,875
47233262,771 , 31,5
47233309,6534 , 62,75
47233356,5285 , 125,25
47233403,3998 , 250,25
47233450,2737 , 312,75
47233482,6172 , 250,25
47233514,8379 , 125,25
47233546,8688 , 62,75
47233578,8911 , 31,5
47233610,9138 , 15,875
47233642,9365 , 31,5
47233689,727 , 62,75
47233736,5799 , 125,25
47233783,4769 , 250,25
47233830,3443 , 312,75
47233877,2174 , 250,25
47233924,0929 , 125,25
47233970,9711 , 62,75
47234017,8274 , 31,5
47234064,7197 , 15,875
47234111,6068 , 31,5
47234158,4828 , 62,75
47234205,358 , 125,25
47234252,2323 , 250,25
47234299,0993 , 312,75
47234331,1977 , 250,25
47234363,5254 , 125,25
47234395,5776 , 62,75
47234427,6003 , 31,5
47234459,6192 , 15,875
47234494,2797 , 31,5
47234541,1344 , 62,75
47234588,0082 , 125,25
47234634,9129 , 250,25
47234681,7581 , 312,75
47234728,6333 , 250,25
47234775,5088 , 125,25
47234822,4135 , 62,75
47234869,2609 , 31,5
47234916,1356 , 15,875
47234948,1814 , 31,5
47234980,332 , 62,75
47235012,3547 , 125,25
47235044,3775 , 250,25
47235076,812 , 312,75
47235112,0554 , 250,25
47235158,919 , 125,25
47235205,7968 , 62,75
47235252,6591 , 31,5
47235299,5317 , 15,875
47235331,6853 , 31,5
47235363,6887 , 62,75
47235395,7166 , 125,25
47235427,7637 , 250,25
47235459,807 , 312,75
47235496,7935 , 250,25
47235543,6691 , 125,25
47235590,5442 , 62,75
47235637,4262 , 31,5
